notebook,parquet_name,tuned_classifier,baseline_auc,tuned_auc,delta_auc,delta_mean_folds_auc,tuned_mean_folds_auc,tuned_std_folds_auc
NB11_V2,bda_fusion_composite_cohdrop_v2,RF-200-Optuna,0.7719922325440326,0.8186624404801781,0.046670207936145514,,0.7416757639967649,0.04248364100058201
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753525184437,0.8129650148492336,0.0392896623307899,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,RF-200-Optuna,0.7736753534008247,0.8128563028225559,0.039180949421731226,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_fusion_ms_cohdrop_v2,LightGBM-MIA-Optuna,0.8126126225699284,0.8514322569979395,0.03881963442801106,,0.7331032831737395,0.04877668331173687
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.6434434109853713,0.1472820841747259
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.7373917894103801,0.08803453331199114
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.7450789544499488,0.07320010261705558
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.7325581513119309,0.08984556554843368
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.7442949427327459,0.07430866951914487
NB11_V2,bda_block_stats_v2,RF-200-Optuna,0.782386954923191,0.8209933070364775,0.03860635211328656,,0.7077132353425475,0.07130913845363931
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-MIA-Optuna,0.8049865640648248,0.8409115253590649,0.035924961294240054,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_composite_prepost_bands_v2,RF-200-Optuna,0.761231790297282,0.793659201281211,0.032427410983928984,,0.68197938387647,0.07995513261061847
NB11_V2,bda_composite_prepost_bands_v2,RF-200-Optuna,0.761231790297282,0.793659201281211,0.032427410983928984,,0.6913585008977478,0.08244191754075117
NB11_V2,bda_composite_vs_scenes_bands_v2,LightGBM-MIA-Optuna,0.7631774430611865,0.79550493929645,0.03232749623526354,,0.7056466109422134,0.03320765369815717
NB11_V2,bda_composite_prepost_bands_v2,LightGBM-MIA-Optuna,0.7861845855287047,0.8181719408854559,0.031987355356751124,,0.68197938387647,0.07995513261061847
NB11_V2,bda_composite_prepost_bands_v2,LightGBM-MIA-Optuna,0.7861845855287047,0.8181719408854559,0.031987355356751124,,0.6913585008977478,0.08244191754075117
NB11_V2,bda_fusion_composite_cohdrop_v2,LightGBM-MIA-Optuna,0.8129649691039427,0.8449077177721209,0.031942748668178256,,0.6782530627493418,0.10520535425959965
NB11_V2,bda_fusion_composite_cohdrop_v2,LightGBM-MIA-Optuna,0.8129649691039427,0.8449077177721209,0.031942748668178256,,0.7416757639967649,0.04248364100058201
NB11_V2,bda_fusion_indices_card_cohdrop_v2,LightGBM-MIA-Optuna,0.8154260619687441,0.8471212153619858,0.03169515339324169,,0.7481244832633234,0.04433699648192617
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.6434434109853713,0.1472820841747259
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.7373917894103801,0.08803453331199114
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.7450789544499488,0.07320010261705558
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.7325581513119309,0.08984556554843368
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.7442949427327459,0.07430866951914487
NB11_V2,bda_block_stats_v2,ExtraTrees-Optuna,0.8111518470397765,0.8421503717020633,0.030998524662286808,,0.7077132353425475,0.07130913845363931
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.6434434109853713,0.1472820841747259
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.7373917894103801,0.08803453331199114
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.7450789544499488,0.07320010261705558
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.7325581513119309,0.08984556554843368
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.7442949427327459,0.07430866951914487
NB11_V2,bda_block_stats_v2,LightGBM-MIA-Optuna,0.8226507979078755,0.8531321209719291,0.0304813230640536,,0.7077132353425475,0.07130913845363931
NB11_V2,bda_lu_change_v2,LightGBM-MIA-Optuna,0.812744827888519,0.8429896872108534,0.03024485932233445,,0.6692760069590632,0.10760170717903704
NB11_V2,bda_composite_prepost_landuse_v2,LightGBM-MIA-Optuna,0.7726624828756035,0.80282767828994,0.030165195414336488,,0.6688884492952137,0.07051892856781744
NB11_V2,bda_rolling_stats_roll7_v2,LightGBM-MIA-Optuna,0.8232707899505969,0.8513759240682441,0.028105134117647257,,0.6569741135337556,0.1496037461461402
NB11_V2,bda_composite_vs_scenes_landuse_v2,LightGBM-MIA-Optuna,0.7852456660578068,0.8120264235269727,0.026780757469165972,,0.6238334716041454,0.06235230544839494
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.6434434109853713,0.1472820841747259
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.7373917894103801,0.08803453331199114
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.7450789544499488,0.07320010261705558
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.7325581513119309,0.08984556554843368
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.7442949427327459,0.07430866951914487
NB11_V2,bda_block_stats_v2,XGBoost-Optuna,0.8302795858107583,0.8565190253002182,0.026239439489459837,,0.7077132353425475,0.07130913845363931
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,ExtraTrees-Optuna,0.7845573642104066,0.8106303147419311,0.026072950531524586,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_fusion_ms_card_cohdrop_v2,LightGBM-MIA-Optuna,0.8137223687525013,0.8390664994060368,0.02534413065353558,,0.7280853219575371,0.04214079529271949
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,LightGBM-Optuna,0.7920682414235619,0.8130522111837515,0.02098396976018957,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_prepost_single_card_v2,LightGBM-MIA-Optuna,0.8023623669485858,0.812950275102468,0.01058790815388222,,0.6886637696165974,0.07351572042786762
NB11_V2,bda_rolling_stats_roll13_v2,LightGBM-MIA-Optuna,0.8232707899505969,0.8323169688840124,0.009046178933415527,,0.7287259580849467,0.07941046075791475
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.6823880887703252,0.06811860702955165
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.7139245353681024,0.071614730940312
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.7113082784948013,0.07595292042455712
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.7181122126430292,0.07989149152079722
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.7141607538583047,0.07213726589082586
NB11_V2,bda_fusion_composite_blockstats_v2,XGBoost-Optuna,0.8054271454442101,0.8129898087350882,0.007562663290878069,,0.7185236191506235,0.08055611282167262
NB11_V2,bda_rolling_stats_roll3_v2,LightGBM-MIA-Optuna,0.8241265028525089,0.8310469044573365,0.006920401604827653,,0.688708304152355,0.06459670263081403
NB11_V2,bda_ms_change_v2,LightGBM-MIA-Optuna,0.7806631905248586,0.7862365624514439,0.005573371926585358,,0.5420939125519613,0.04034692305806576
NB11_V2,bda_fusion_card_cohdrop_v2,LightGBM-MIA-Optuna,0.8416942331180794,0.8457265262708498,0.0040322931527703165,,0.7241969904615633,0.06927318158392029
NB11_V2,bda_card_drop_v2,LightGBM-MIA-Optuna,0.8023527900959412,0.8037406151861222,0.001387825090180983,,0.6154332438911319,0.13183456324592235
NB11_V2,bda_coh_drop_v2,LightGBM-MIA-Optuna,0.8074813981936424,0.8004917216659956,-0.006989676527646815,,0.537225332254744,0.04668216634992943
