city,feature,method,bhattacharyya,jm_distance,chi2,chi2_p,cramers_v,separability
Bucha,s2__composite__b11__prebattle_baseline_mean,bhattacharyya,0.007521317695087727,0.014986206731555152,,,,poor
Bucha,s2__composite__b11__prebattle_baseline_std,bhattacharyya,0.192106407631979,0.3495618915714247,,,,poor
Bucha,s2__composite__b11__winter_baseline_max,bhattacharyya,0.0012593600829362496,0.0025171348436210383,,,,poor
Bucha,s2__composite__b11__winter_baseline_mean,bhattacharyya,0.007521317695087727,0.014986206731555152,,,,poor
Bucha,s2__composite__b11__winter_baseline_std,bhattacharyya,0.192106407631979,0.3495618915714247,,,,poor
Bucha,s2__composite__b12__post_winter_baseline_max,bhattacharyya,0.020058318532644125,0.03971697754950232,,,,poor
Bucha,s2__composite__b12__post_winter_baseline_mean,bhattacharyya,0.0019701112009062366,0.003936343611302906,,,,poor
Bucha,s2__composite__b12__post_winter_baseline_std,bhattacharyya,0.1411938307144896,0.26335802378495443,,,,poor
Bucha,s2__composite__b12__prebattle_baseline_max,bhattacharyya,0.028491169617188172,0.05617824709331587,,,,poor
Bucha,s2__composite__b12__prebattle_baseline_mean,bhattacharyya,0.0018010002658690352,0.0035987588761465794,,,,poor
Bucha,s2__composite__b12__prebattle_baseline_std,bhattacharyya,0.18276082144729222,0.3340652803179076,,,,poor
Bucha,s2__composite__b12__winter_baseline_max,bhattacharyya,0.028491169617188172,0.05617824709331587,,,,poor
Bucha,s2__composite__b12__winter_baseline_mean,bhattacharyya,0.0018010002658690352,0.0035987588761465794,,,,poor
Bucha,s2__composite__b12__winter_baseline_std,bhattacharyya,0.18276082144729222,0.3340652803179076,,,,poor
Bucha,s2__composite__b8a__post_winter_baseline_max,bhattacharyya,0.007386392770377961,0.014718360825812571,,,,poor
Bucha,s2__composite__b8a__post_winter_baseline_mean,bhattacharyya,0.02386680105357064,0.047168482706283266,,,,poor
Bucha,s2__composite__b8a__post_winter_baseline_std,bhattacharyya,0.09106241736046716,0.1740785509556404,,,,poor
Bucha,s2__composite__b8a__prebattle_baseline_max,bhattacharyya,0.03943293248056915,0.07733114771222938,,,,poor
