experiment,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
B0_single_s1_vh_std,21,0.5610997404218738,0.6282243496857882,0.4634020865673109,0.0932127072840917,0.0976976538545629
B0_single_s1_vv_std,21,0.5495864390378823,0.6145759624829739,0.4592631710607118,0.1010419034634867,0.0903232679771705
R4_tier2_card,6,0.4104464632261302,0.4104464632261302,0.4535492413485566,0.0821384379757326,-0.0431027781224264
R4_tier1_all,11,0.4261069019099897,0.4261069019099897,0.4511900499487533,0.0607202912465925,-0.0250831480387636
R4_tier1_card,11,0.4272785936471256,0.4272785936471256,0.4498094466168024,0.0423157385722801,-0.0225308529696767
E7_SVM_linear,15,0.3236666229001324,0.3236666229001324,0.4498027281345191,0.1479399350850674,-0.1261361052343868
R2_roll5,4,0.4377841613769644,0.4464114826721001,0.4496941119597357,0.0519144049348486,-0.0119099505827713
L2b_s2__lu__loss_fraction,19,0.4310160869759862,0.4182315445977875,0.449012598662422,0.0735199234731811,-0.0179965116864357
R0b_roll13_assessment_only,4,0.4649166121727265,0.5007432729712187,0.4480470933989932,0.0960935638883488,0.0168695187737333
L2b_lu_plausible_damage,19,0.4850467302768425,0.4670943564382972,0.4349272663868662,0.0768370010388944,0.0501194638899762
R0b_roll2_baseline+assessment,4,0.4127646737272203,0.4268890552654488,0.4296364246175356,0.0657417260358873,-0.0168717508903152
D4_f8_strategy_A_drop_nan,5,0.2697573174746019,0.2697573174746019,0.4284181200264075,0.1686333144611929,-0.1586608025518056
R0b_roll5_baseline+assessment,4,0.3853777645063038,0.43595730907106,0.4255457927352434,0.0768326224439677,-0.0401680282289396
L2b_s2__lu__loss_count_mean,21,0.3490342636466579,0.2846741673459232,0.4166678680975628,0.1319025620052851,-0.0676336044509048
R2_roll2,4,0.3663705168234069,0.4168791882052866,0.415707956352961,0.082128289229771,-0.049337439529554
L2b_s2__lu__loss_fraction_mean,21,0.3238762618174041,0.2592510225573298,0.3886308113722007,0.1100587612087255,-0.0647545495547965
R4_tier2_all,6,0.2588967493580489,0.2588967493580489,0.3630521383841829,0.0969050384580787,-0.1041553890261339
E7_SVM_rbf,15,0.3251192506835388,0.3251192506835388,0.3042191496826008,0.063273481825639,0.0209001010009379
