experiment,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
C3b_V3_RFOptuna_groupkfold,21,0.5371633738888584,0.5381709398171752,0.5910764780944857,0.121160969235326,-0.0539131042056273
C10_leaky_A23_rolling_accum_coh,16,0.5335156367566403,0.5505586111138964,0.5910124904863601,0.1498494881828879,-0.0574968537297198
C_A23_rolling_accum_coh,16,0.5338060620437051,0.548563415284474,0.589250925781167,0.1393118657148119,-0.0554448637374619
D1i_allblocks_groupkfold,21,0.5217038404406857,0.5470666864681097,0.5891453913402738,0.1533961981115764,-0.067441550899588
B4_step3_card+coh+optical,1,0.5876693327037158,0.5876693327037158,0.5876693327037158,0.0,0.0
CLF_A9_ExtraTrees,19,0.5647998707883138,0.6482469767645667,0.586437332519064,0.1986513895525752,-0.0216374617307502
B3_logratio_NDBI,5,0.6218959318767381,0.6218959318767381,0.5862814488610125,0.0929666041253845,0.0356144830157255
C_F3_fusion_card_cohdrop,12,0.5859130913528858,0.5868760208557929,0.5851381560792931,0.0502617015110067,0.0007749352735927
C10_leaky_F3_fusion_card_cohdrop,12,0.5859130913528858,0.5868760208557929,0.5851381560792931,0.0502617015110067,0.0007749352735927
C10_leaky_A21_ms_maha,18,0.54843602170652,0.54843602170652,0.5827857342976698,0.119428426463737,-0.0343497125911498
