experiment,n_rows,n_cities_total,n_cities_scored,pooled_auc,pooled_auc_no_mariupol,mean_folds_auc,std_folds_auc,gap_pooled_minus_folds
NB08b_xBD_RGB_LogReg,70931,19,19,0.6316143421001974,0.6316143421001974,0.6658103678560717,0.11818791048369151,-0.034196025755874326
B5_sub_RF_full_F8,62043,19,19,0.6635639715918297,0.6482401850516513,0.6636814086919575,0.11324386829558933,-0.00011743710012779296
R5_XGBoost_all_multimodal,62043,19,19,0.6332572873088876,0.6213554942579856,0.6636770744918806,0.10257903005631333,-0.030419787182992986
B5_UISEM_LightGBM_Optuna,62043,19,19,0.672284539296544,0.645267248674745,0.663127999238581,0.05585483654474547,0.009156540057962959
B7_UISEM_coh+ms,62043,19,19,0.6361960789782071,0.6313248435975121,0.6630376574032596,0.11200640730638278,-0.026841578425052526
D2_all_features,62043,19,19,0.6464426980404432,0.6380213481047664,0.6628503094237848,0.11788176578277276,-0.01640761138334157
D4_f8_strategy_B_impute,62043,19,19,0.6464426888665739,0.6380213390297397,0.6628502970396485,0.11788176415524204,-0.016407608173074628
R3b_coh_ms,62043,19,19,0.651386077607631,0.6482850398833203,0.6623163040596056,0.1046666773916086,-0.010930226451974612
B5_sub_GBM,62043,19,19,0.6394475046433539,0.620568825573759,0.661836992577253,0.06211573570265338,-0.022389487933899166
B5_sub_GB_full_F8,62043,19,19,0.642307405624279,0.6232645319868704,0.6611825950056989,0.07140426536310099,-0.018875189381419855
NB08b_BDA_COH_DROP+CARD_LogReg,130789,12,12,0.6924227848900644,0.6714267480896116,0.6611213017115732,0.06622937138552043,0.03130148317849113
NB08b_BDA_COH_DROP+RGB_LightGBM,205942,12,12,0.640834501554252,0.7255468760414431,0.6608884201229307,0.10653386251358249,-0.020053918568678664
NB08b_BDA_RGB+CARD_LightGBM,598595,21,21,0.7062172039046868,0.7135699806586329,0.6607963454278282,0.12315376970452453,0.04542085847685862
NB08b_BDA_COH_DROP+RGB_ExtraTrees,205942,12,12,0.6443329340596242,0.7280172887267486,0.6591852915811659,0.09682949065835075,-0.014852357521541681
D2_sar_+_ms_+_coh,62043,19,19,0.6468040785371274,0.6373911449798365,0.6583133321889804,0.12656169036119358,-0.011509253651852958
B5_UISEM_ExtraTrees_Optuna,62043,19,19,0.6826109515265594,0.6453371384799031,0.658013580323371,0.07201133017227741,0.02459737120318839
R5_LightGBM_all_multimodal,62043,19,19,0.6313046865811797,0.6146716494128933,0.6575047257994142,0.06565587786252494,-0.02620003921823455
D2_sar_+_ms,62043,19,19,0.6554483379976344,0.642607288791566,0.657440393181851,0.10947111992485402,-0.0019920551842166345
NB08b_BDA_COH_DROP+CARD_LightGBM,130789,12,12,0.6290941249876492,0.6832644391870466,0.6565201227092794,0.08464214238014002,-0.027425997721630235
C_F1_fusion_ms_card,62043,19,19,0.6446944372225707,0.6293387316673799,0.656399914663998,0.09309071887299851,-0.011705477441427359
C10_leaky_F1_fusion_ms_card,62043,19,19,0.6446944372225707,0.6293387316673799,0.656399914663998,0.09309071887299851,-0.011705477441427359
C10_leaky_A5_scene_indices,62043,19,19,0.6421081285435216,0.6551449735203126,0.655771525448389,0.08382804468131409,-0.013663396904867398
C_A5_scene_indices,62043,19,19,0.6421081285435216,0.6551449735203126,0.655771525448389,0.08382804468131409,-0.013663396904867398
C_F5_fusion_indices_card,62043,19,19,0.6432815099931876,0.6489494044335292,0.6556294191126508,0.09744916136427585,-0.012347909119463263
C10_leaky_F5_fusion_indices_card,62043,19,19,0.6432815099931876,0.6489494044335292,0.6556294191126508,0.09744916136427585,-0.012347909119463263
E2_LightGBM_ms,387066,15,15,0.6199677068320102,0.6199677068320102,0.6545833900519659,0.18550543855417723,-0.03461568321995567
B7_UISEM_ms_only,62043,19,19,0.6465070515863178,0.6399040349812994,0.6530686703400196,0.0963633886575701,-0.006561618753701759
R3b_ms_only,62043,19,19,0.6514700735542487,0.6451269245628307,0.6527626697215252,0.08709317823596244,-0.0012925961672765052
