feature,city,auc,source
s1__coh__date_first_drop,Moschun,0.5105506740894763,coh_drop
s1__coh__date_worst_drop,Moschun,0.5420014756187538,coh_drop
s1__coh__max_drop,Moschun,0.542920383660876,coh_drop
s1__coh__scenes_observed,Moschun,0.5,coh_drop
s1__coh__lu_transition,Moschun,0.5563686363941244,coh_drop
was_observed_cohdrop,Moschun,0.559936950835066,coh_drop
s1__coh__running_min,Okhtyrka,0.5566985645933015,coh_drop
s1__coh__drop_count,Okhtyrka,0.5159090909090909,coh_drop
s1__coh__date_first_drop,Okhtyrka,0.5272727272727273,coh_drop
s1__coh__date_worst_drop,Okhtyrka,0.506877990430622,coh_drop
s1__coh__max_drop,Okhtyrka,0.544019138755981,coh_drop
s1__coh__scenes_observed,Okhtyrka,0.5,coh_drop
s1__coh__lu_transition,Okhtyrka,0.5577153110047847,coh_drop
was_observed_cohdrop,Okhtyrka,0.5759569377990431,coh_drop
s1__coh__running_min,Sievierodonetsk,0.5204604902140113,coh_drop
s1__coh__drop_count,Sievierodonetsk,0.506523230290836,coh_drop
s1__coh__date_first_drop,Sievierodonetsk,0.5049887964148528,coh_drop
s1__coh__date_worst_drop,Sievierodonetsk,0.5376666819096398,coh_drop
s1__coh__max_drop,Sievierodonetsk,0.5036818639107371,coh_drop
s1__coh__scenes_observed,Sievierodonetsk,0.5456747301993781,coh_drop
s1__coh__lu_transition,Sievierodonetsk,0.5527649990854216,coh_drop
was_observed_cohdrop,Sievierodonetsk,0.5459685385037498,coh_drop
s1__coh__running_min,Volnovakha,0.5097296035375384,coh_drop
s1__coh__drop_count,Volnovakha,0.5063565140965955,coh_drop
s1__coh__date_first_drop,Volnovakha,0.5150784822642441,coh_drop
s1__coh__date_worst_drop,Volnovakha,0.5184052239113418,coh_drop
s1__coh__max_drop,Volnovakha,0.5067118471827408,coh_drop
s1__coh__scenes_observed,Volnovakha,0.5373820706134388,coh_drop
s1__coh__lu_transition,Volnovakha,0.5167813345418091,coh_drop
was_observed_cohdrop,Volnovakha,0.5376241090924072,coh_drop
