timestep,best_auc,best_feature,n_obs
95,0.5535483870967742,s1__vv__roll3,180
96,0.551483870967742,s1__vh__roll7,180
97,0.5517419354838708,s1__vh__roll3,180
98,0.5641290322580645,s1__vh__roll3,180
99,0.5667096774193549,s1__vh__roll7,180
100,0.560258064516129,s1__vh__roll7,180
101,0.5581935483870968,s1__vh__roll13,180
102,0.5628387096774193,s1__vh__roll13,180
103,0.5654193548387096,s1__vh__roll13,180
104,0.5618064516129032,s1__vh__roll13,180
105,0.5687741935483871,s1__vv__roll7,180
106,0.5664516129032258,s1__vv__roll7,180
107,0.5785806451612903,s1__vv__roll3,180
108,0.5938064516129031,s1__vh__roll3,180
109,0.591741935483871,s1__vh__roll3,180
110,0.568258064516129,s1__vh__roll3,180
111,0.5561290322580645,s1__vv__roll7,180
112,0.5486451612903226,s1__vh__roll7,180
113,0.5470967741935484,s1__vv__roll13,180
114,0.5367741935483872,s1__vv__roll3,180
115,0.536,s1__vh__roll3,180
116,0.5339354838709678,s1__vv__roll7,180
117,0.5210322580645161,s1__vv__roll3,180
118,0.536,s1__vv__roll3,180
