city,feature,n_damaged,n_control,mean_damaged,mean_control,std_damaged,std_control,cohens_d,mann_whitney_u,mann_whitney_p,rank_biserial,significant_005,effect_size_label
Bucha,s2__visibility__cloud__freq__crossbattle,194,1468,0.005154639,0.011580382,0.050635614,0.07523258,-0.08826446533203125,140566.0,0.2481015048925551,0.012851484592263818,False,negligible
Bucha,s2__visibility__fire__freq__crossbattle,194,1468,0.0077319588,0.021457765,0.061854005,0.10303532,-0.13846240937709808,138582.5,0.07066811738644475,0.026780948903059043,False,negligible
Bucha,s2__visibility__smoke__freq__crossbattle,194,1468,0.0,0.0,0.0,0.0,0.0,142396.0,1.0,0.0,False,negligible
Bucha,s2__composite__b02__post_winter_baseline,194,1468,0.173256,0.15098119,0.046944823,0.024381956,0.7967547178268433,202562.0,9.993343232508319e-22,-0.42252591364925984,True,medium
Bucha,s2__composite__b03__post_winter_baseline,194,1468,0.16441417,0.14307156,0.048995234,0.024696453,0.7461805939674377,193725.0,3.075670499352468e-16,-0.3604665861400602,True,medium
Bucha,s2__composite__b04__post_winter_baseline,194,1468,0.16968855,0.14772704,0.049423296,0.029073125,0.6839733123779297,191389.0,6.265508347726066e-15,-0.34406163094468956,True,medium
Bucha,s2__composite__b05__post_winter_baseline,194,1468,0.17548788,0.16236624,0.03289652,0.02339591,0.5314760804176331,178773.0,7.0258288582312134e-09,-0.2554636366190062,True,medium
Bucha,s2__composite__b07__post_winter_baseline,194,1468,0.19256325,0.18484364,0.03574312,0.028825046,0.25981229543685913,158109.0,0.012381859815684248,-0.11034720076406646,True,small
Bucha,s2__composite__b08__post_winter_baseline,194,1468,0.20072812,0.18937957,0.052231558,0.040856875,0.26805490255355835,158518.0,0.010282731071259654,-0.11321947245709141,True,small
Bucha,s2__composite__b11__post_winter_baseline,194,1468,0.21458526,0.20261389,0.043190997,0.035736095,0.32636645436286926,163647.0,0.0007180492976387478,-0.14923874266131065,True,small
Bucha,s2__composite__b12__post_winter_baseline,194,1468,0.20003527,0.18660311,0.0426591,0.034300845,0.37971603870391846,166719.0,0.00010812985245311338,-0.1708123823702914,True,small
Bucha,s2__composite__b8a__post_winter_baseline,194,1468,0.20033139,0.1946612,0.036847305,0.031816352,0.1747826337814331,152649.0,0.10268721936803664,-0.07200342706255802,False,negligible
Bucha,s2__composite__cire__post_winter_baseline,194,1468,0.0996311,0.13915597,0.085028246,0.092125736,-0.4327751100063324,103866.0,8.622936235564009e-10,0.2705834433551504,True,small
Bucha,s2__composite__mndwi__post_winter_baseline,194,1468,-0.1393907,-0.17004225,0.09469056,0.070739545,0.41463610529899597,170266.0,9.156657181480042e-06,-0.19572178993791955,True,small
Bucha,s2__composite__ndbi__post_winter_baseline,194,1468,0.041120064,0.03830013,0.0689089,0.06707562,0.04190633073449135,147509.0,0.4157635683486858,-0.03590690749740166,False,negligible
Bucha,s2__composite__ndre__post_winter_baseline,194,1468,0.06531309,0.0881256,0.050825275,0.04658741,-0.4843448996543884,103704.0,7.32977407121528e-10,0.2717211157616787,True,small
Bucha,s2__composite__ndvi__post_winter_baseline,194,1468,0.08397582,0.11872427,0.06323057,0.067633785,-0.5175777077674866,100018.0,1.524716718568178e-11,0.29760667434478494,True,medium
Bucha,s2__composite__ndwi__post_winter_baseline,194,1468,-0.09934779,-0.1325213,0.069695234,0.06970587,0.47591543197631836,178954.0,5.91592798364698e-09,-0.25673473973988026,True,small
Bucha,s2__obs_count__post_winter_baseline,194,1468,1.0,1.0,0.0,0.0,0.0,142396.0,1.0,0.0,False,negligible
Bucha,s2__qa__cloud_freq__postbattle,194,1468,0.18586622,0.17673147,0.105099656,0.11268873,0.08168221265077591,146837.5,0.3933936773974869,-0.031191185145650113,False,negligible
Bucha,s2__visibility__clear__freq__postbattle,194,1468,0.829897,0.834605,0.11396295,0.11488433,-0.04101839289069176,139184.0,0.536616134341857,0.02255681339363469,False,negligible
Bucha,s2__visibility__cloud__freq__postbattle,194,1468,0.1659794,0.15722072,0.1109419,0.10506421,0.08281314373016357,147215.5,0.34500329898088633,-0.033845754094216085,False,negligible
Bucha,s2__visibility__fire__freq__postbattle,194,1468,0.0010309279,0.0014986376,0.014359162,0.022711597,-0.021351994946599007,142353.0,0.9575560177487021,0.00030197477457227784,False,negligible
Bucha,s2__visibility__smoke__freq__postbattle,194,1468,0.0020618557,0.0020435967,0.020254245,0.021432497,0.0008572781807743013,142505.0,0.9186625920793328,-0.0007654709401949678,False,negligible
Bucha,s2__qa__cloud_freq__prebattle,194,1468,0.0050269137,0.0024909761,0.022657117,0.017001987,0.14285142719745636,148531.0,0.00364434679954751,-0.04308407539537629,True,negligible
Bucha,s2__visibility__clear__freq__prebattle,194,1468,0.97852236,0.97649866,0.065466695,0.077818096,0.02645888179540634,142050.0,0.9177038712499224,0.002429843534930809,False,negligible
Bucha,s2__visibility__cloud__freq__prebattle,194,1468,0.017182132,0.013851045,0.056191426,0.051461454,0.06401816010475159,144956.0,0.3777755813170913,-0.017978033090817247,False,negligible
Bucha,s2__visibility__fire__freq__prebattle,194,1468,0.0017182131,0.00090826524,0.01687854,0.012274168,0.06281469017267227,143088.0,0.41122095229338407,-0.004859687069861618,False,negligible
Bucha,s2__visibility__smoke__freq__prebattle,194,1468,0.0017182131,0.003405995,0.01687854,0.03238451,-0.05447448790073395,141534.0,0.5234704678577521,0.006053540829798587,False,negligible
Bucha,s2__composite__b02__prebattle_baseline,194,1468,0.32320482,0.29061067,0.11313148,0.07780554,0.3941647410392761,163383.0,0.0008360649273862573,-0.14738475799882012,True,small
Bucha,s2__composite__b03__prebattle_baseline,194,1468,0.3122235,0.278192,0.107695706,0.07741681,0.4174768924713135,167381.0,6.980177305725314e-05,-0.17546138936486977,True,small
Bucha,s2__composite__b04__prebattle_baseline,194,1468,0.31989413,0.2812191,0.11207092,0.08104889,0.4537317156791687,171253.0,4.3630329002923745e-06,-0.2026531644147307,True,small
Bucha,s2__composite__b05__prebattle_baseline,194,1468,0.32273012,0.30060086,0.09337755,0.072881825,0.29290521144866943,160844.0,0.0033202478400565184,-0.12955420096070114,True,small
Bucha,s2__composite__b07__prebattle_baseline,194,1468,0.33139902,0.3133588,0.08674138,0.0680305,0.25602883100509644,158463.0,0.010545211561554056,-0.11283322565240606,True,small
Bucha,s2__composite__b08__prebattle_baseline,194,1468,0.3527651,0.32095495,0.11251804,0.084785596,0.3596087396144867,165835.0,0.00019081768392817302,-0.16460434281861858,True,small
Bucha,s2__composite__b11__prebattle_baseline,194,1468,0.19293503,0.1840111,0.030433247,0.02552717,0.3413257598876953,166065.0,0.00016490152659636725,-0.1662195567291216,True,small
Bucha,s2__composite__b12__prebattle_baseline,194,1468,0.19620748,0.18613623,0.032342307,0.02926801,0.3397647440433502,168818.5,2.601860812808865e-05,-0.1855564763055142,True,small
Bucha,s2__composite__b8a__prebattle_baseline,194,1468,0.33354676,0.3186449,0.08358799,0.06735793,0.2146001160144806,155898.0,0.031624118952102445,-0.09482007921570834,True,small
Bucha,s2__composite__cire__prebattle_baseline,194,1468,0.034874998,0.05016406,0.060078003,0.07357923,-0.21193763613700867,127608.0,0.018581033045000982,0.1038512317761735,True,small
Bucha,s2__composite__mndwi__prebattle_baseline,194,1468,0.20689546,0.18444277,0.14665037,0.1131083,0.19108502566814423,154554.0,0.05296628750724398,-0.08538161184302928,False,negligible
Bucha,s2__composite__ndbi__prebattle_baseline,194,1468,-0.26597384,-0.25263736,0.12848936,0.103338555,-0.12514515221118927,136772.0,0.37071628243742594,0.039495491446388975,False,negligible
Bucha,s2__composite__ndre__prebattle_baseline,194,1468,0.02060427,0.0319358,0.034797773,0.038991407,-0.2941169738769531,118844.0,0.00017764046322475257,0.16539790443551783,True,small
Bucha,s2__composite__ndvi__prebattle_baseline,194,1468,0.052282874,0.06808528,0.040908813,0.05307433,-0.3050253093242645,118175.0,0.00011556458524025215,0.17009607011432903,True,small
Bucha,s2__composite__ndwi__prebattle_baseline,194,1468,-0.06269889,-0.07167633,0.055401374,0.060201354,0.15046873688697815,151002.0,0.17074978033861832,-0.06043709092952043,False,negligible
Bucha,s2__obs_count__prebattle_baseline,194,1468,4.9948454,4.9993186,0.071795814,0.026099788,-0.12906034290790558,141759.0,0.09155465724648665,0.004473440265176043,False,negligible
Bucha,s2__composite__b02__winter_baseline,194,1468,0.32320482,0.29061067,0.11313148,0.07780554,0.3941647410392761,163383.0,0.0008360649273862573,-0.14738475799882012,True,small
Bucha,s2__composite__b03__winter_baseline,194,1468,0.3122235,0.278192,0.107695706,0.07741681,0.4174768924713135,167381.0,6.980177305725314e-05,-0.17546138936486977,True,small
Bucha,s2__composite__b04__winter_baseline,194,1468,0.31989413,0.2812191,0.11207092,0.08104889,0.4537317156791687,171253.0,4.3630329002923745e-06,-0.2026531644147307,True,small
Bucha,s2__composite__b05__winter_baseline,194,1468,0.32273012,0.30060086,0.09337755,0.072881825,0.29290521144866943,160844.0,0.0033202478400565184,-0.12955420096070114,True,small
Bucha,s2__composite__b07__winter_baseline,194,1468,0.33139902,0.3133588,0.08674138,0.0680305,0.25602883100509644,158463.0,0.010545211561554056,-0.11283322565240606,True,small
Bucha,s2__composite__b08__winter_baseline,194,1468,0.3527651,0.32095495,0.11251804,0.084785596,0.3596087396144867,165835.0,0.00019081768392817302,-0.16460434281861858,True,small
