file,model_id,variant_id,n_rows,TP,FN,FP,TN
oof_E6_B_nativeNaN_card_only__20260429_090246_dac44a.parquet,E6_B_nativeNaN_card_only,nan_ablation;strategy=B_native_nan;modality=card_only,62043,1165,6915,7556,46407
oof_E6_B_nativeNaN_coh_only__20260429_090246_dac44a.parquet,E6_B_nativeNaN_coh_only,nan_ablation;strategy=B_native_nan;modality=coh_only,62043,1280,6800,9412,44551
oof_E6_C_SAR_only_no_NaN__20260429_090246_dac44a.parquet,E6_C_SAR_only_no_NaN,nan_ablation;strategy=C_sar_only_no_nan;modality=card+coh,62043,22,8058,69,53894
oof_E7_KNN_15__20260429_090246_dac44a.parquet,E7_KNN_15,non_tree;classifier=KNN_15;features=all_multimodal,62043,123,7957,292,53671
oof_E7_KNN_5__20260429_090246_dac44a.parquet,E7_KNN_5,non_tree;classifier=KNN_5;features=all_multimodal,62043,416,7664,1549,52414
oof_E7_LogReg__20260429_090246_dac44a.parquet,E7_LogReg,non_tree;classifier=LogReg;features=all_multimodal,62043,4390,3690,19117,34846
oof_E7_SVM_linear__20260429_090246_dac44a.parquet,E7_SVM_linear,non_tree;classifier=SVM_linear;features=all_multimodal,62043,0,8080,0,53963
oof_E7_SVM_rbf__20260429_090246_dac44a.parquet,E7_SVM_rbf,non_tree;classifier=SVM_rbf;features=all_multimodal,62043,0,8080,0,53963
oof_E7b_GaussianNB__20260429_090246_dac44a.parquet,E7b_GaussianNB,probabilistic;classifier=GaussianNB,62043,2309,5771,13732,40231
oof_E7b_LDA__20260429_090246_dac44a.parquet,E7b_LDA,discriminant;classifier=LDA,62043,288,7792,1110,52853
oof_E7b_NearestCentroid__20260429_090246_dac44a.parquet,E7b_NearestCentroid,probabilistic;classifier=NearestCentroid,62043,4039,4041,19165,34798
oof_E7b_QDA__20260429_090246_dac44a.parquet,E7b_QDA,discriminant;classifier=QDA,62043,2051,6029,9114,44849
oof_E7b_RidgeClassifier__20260429_090246_dac44a.parquet,E7b_RidgeClassifier,probabilistic;classifier=RidgeClassifier,62043,4444,3636,19144,34819
oof_E7c_ExtraTrees__20260429_090246_dac44a.parquet,E7c_ExtraTrees,tree_ensemble;classifier=ExtraTrees,62043,180,7900,237,53726
oof_E7c_HistGBM_imputed__20260429_090246_dac44a.parquet,E7c_HistGBM_imputed,tree_ensemble;classifier=HistGBM;imputation=median,62043,3376,4704,11909,42054
oof_E7d_MLP_128_64__20260429_090246_dac44a.parquet,E7d_MLP_128_64,mlp;classifier=MLP_128_64,62043,232,7848,602,53361
oof_E7d_MLP_256_128_64__20260429_090246_dac44a.parquet,E7d_MLP_256_128_64,mlp;classifier=MLP_256_128_64,62043,128,7952,338,53625
oof_E8_IsolationForest_c=0.050__20260429_090246_dac44a.parquet,E8_IsolationForest_c=0.050,unsupervised_isolation_forest;contamination=0.050,62043,4249,3831,26773,27190
oof_E8_IsolationForest_c=0.100__20260429_090246_dac44a.parquet,E8_IsolationForest_c=0.100,unsupervised_isolation_forest;contamination=0.100,62043,4249,3831,26773,27190
oof_E8_IsolationForest_c=0.130__20260429_090246_dac44a.parquet,E8_IsolationForest_c=0.130,unsupervised_isolation_forest;contamination=0.130,62043,4249,3831,26773,27190
