city,feature,n,mean,std,skewness,kurtosis,shapiro_stat,shapiro_p,is_normal_005,pct_nan
Avdiivka,s2__composite__ndbi__post_winter_baseline__max_abs_delta,1186,0.14632627,0.072767,1.3092998,2.091207,0.9081182348675241,3.8801750654340283e-26,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__mean,1186,0.03368144,0.03611266,0.7710877,0.5942848,0.9588178507769409,8.76580278281429e-18,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__p10,1186,0.021786647,0.035984702,0.72758704,0.6039152,0.96151940604458,3.717799994862624e-17,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__p50,1186,0.03353664,0.03647172,0.7355215,0.4773383,0.9615990180690528,3.8837052895854094e-17,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__p90,1186,0.04573447,0.03779406,0.79520047,0.63766026,0.9581903731628993,6.32807520543355e-18,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__std,1186,0.010055889,0.0063715368,2.2157726,7.905961,0.8249886708568721,4.3031669998322645e-34,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__min,1186,0.018446425,0.036084853,0.7056286,0.5645721,0.9630461617381939,8.686595700524703e-17,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__max,1186,0.04937533,0.038252655,0.8148632,0.65687394,0.9567741340573064,3.0715590498060474e-18,False,0.0
Avdiivka,s2__composite__ndre__post_winter_baseline__max_abs_delta,1186,0.030928902,0.018631319,2.0094836,6.739484,0.8476916182167288,2.775160651593454e-32,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__mean,1186,0.072490945,0.042013012,0.9087718,0.95335436,0.9459074080498439,1.9818128323043485e-20,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__p10,1186,0.045829806,0.039763827,0.7329545,1.3581867,0.9602206669049576,1.8400988401946697e-17,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__p50,1186,0.07162488,0.042640302,0.97618324,1.0904427,0.9410905110223183,2.6832039626563636e-21,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__p90,1186,0.099931575,0.047978535,0.8922774,0.69373417,0.9461909618261971,2.2383671629624515e-20,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__std,1186,0.023559988,0.010142794,1.1241324,2.1821327,0.9398007391855225,1.603544490963119e-21,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__min,1186,0.0363058,0.040423602,0.60716355,1.5066776,0.9678137593167105,1.4571799716815899e-15,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__max,1186,0.111851476,0.05041244,0.8048085,0.47940207,0.9549868729289778,1.263529222693535e-18,False,0.0
Avdiivka,s2__composite__ndvi__post_winter_baseline__max_abs_delta,1186,0.075545676,0.031801213,0.9245077,1.3198738,0.9554578679656472,1.592801133860908e-18,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__mean,1186,-0.09234793,0.04485861,-0.71152365,1.1177359,0.967676421650768,1.3382010476380648e-15,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__p10,1186,-0.12370012,0.04802137,-0.66371465,0.5785792,0.970578059980517,8.559202879079897e-15,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__p50,1186,-0.09159552,0.045829237,-0.7146642,1.0754943,0.9689158974346043,2.9134463616411868e-15,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__p90,1186,-0.061516162,0.04561859,-0.52855957,1.5967174,0.973830010953444,8.001123686470023e-14,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__std,1186,0.026995732,0.010471718,1.2214819,2.7224946,0.932211911570888,9.061651925431963e-23,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__min,1186,-0.13665967,0.049439583,-0.6302231,0.4605348,0.974323922608487,1.1418666184457516e-13,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__max,1186,-0.05035493,0.047322646,-0.3935474,1.516664,0.9795995252304998,7.018132277589572e-12,False,0.0
Avdiivka,s2__composite__ndwi__post_winter_baseline__max_abs_delta,1186,0.08630474,0.032974415,1.0299654,1.7914491,0.9474419901496072,3.8517462178107286e-20,False,0.0
Avdiivka,s2__obs_count__post_winter_baseline__p10,1186,2.5770657,0.49552953,-0.33380187,-1.8320084,0.633534489066994,1.3744592643933884e-44,False,0.0
Avdiivka,s2__obs_count__post_winter_baseline__p50,1186,2.5961213,0.49088067,-0.39179304,-1.846498,0.623021654872923,5.097114519139344e-45,False,0.0
Avdiivka,s2__obs_count__post_winter_baseline__p90,1186,2.6195614,0.4851431,-0.4911138,-1.7572546,0.6168744640712114,2.883923519633636e-45,False,0.0
Avdiivka,s2__obs_count__post_winter_baseline__min,1186,2.5750422,0.4962486,-0.32432735,-1.8396254,0.6329627125680746,1.3014902730255038e-44,False,0.0
Avdiivka,s2__obs_count__post_winter_baseline__max_abs_delta,1186,0.047217537,0.21219333,4.2694407,16.228125,0.21566276421850294,6.28685813256717e-57,False,0.0
Avdiivka,s2__qa__cloud_freq__postbattle__p10,1186,0.081621,0.09680057,0.37440088,-1.8281447,0.647996535812287,5.593842456490945e-44,False,0.0
Avdiivka,s2__qa__cloud_freq__postbattle__p50,1186,0.08552909,0.09773376,0.31729186,-1.8314961,0.6562230305654122,1.2697079989937774e-43,False,0.0
Avdiivka,s2__qa__cloud_freq__postbattle__p90,1186,0.089789204,0.09825357,0.2453465,-1.8167729,0.667350456567135,3.949409417255515e-43,False,0.0
Avdiivka,s2__qa__cloud_freq__postbattle__min,1186,0.080575466,0.0965744,0.39466393,-1.818848,0.6439002077250257,3.741013430189937e-44,False,0.0
Avdiivka,s2__qa__cloud_freq__postbattle__max_abs_delta,1186,0.010191821,0.034917325,3.7109585,12.854395,0.321739378925205,1.8839558927054134e-54,False,0.0
Avdiivka,s2__visibility__clear__freq__postbattle__p10,1186,0.90347385,0.10259455,-0.22315855,-1.5835946,0.6642071575000432,2.8573447917640373e-43,False,0.0
Avdiivka,s2__visibility__clear__freq__postbattle__p50,1186,0.9116357,0.10037662,-0.29437247,-1.757905,0.6428002363014689,3.3601113212994523e-44,False,0.0
Avdiivka,s2__visibility__clear__freq__postbattle__p90,1186,0.91939306,0.09786739,-0.39190522,-1.8426934,0.6262439649560649,6.891424324213003e-45,False,0.0
Avdiivka,s2__visibility__clear__freq__postbattle__min,1186,0.90252966,0.10333025,-0.23418407,-1.5093027,0.6656928449409145,3.328649132752306e-43,False,0.0
Avdiivka,s2__visibility__clear__freq__postbattle__max_abs_delta,1186,0.018212477,0.058147274,2.945459,7.1309624,0.32472494432114973,2.2354908709762275e-54,False,0.0
Avdiivka,s2__visibility__cloud__freq__postbattle__p10,1186,0.079595275,0.09766129,0.4133796,-1.8253682,0.6247529046348735,5.992158248071668e-45,False,0.0
Avdiivka,s2__visibility__cloud__freq__postbattle__p50,1186,0.08718381,0.100232616,0.31877863,-1.7420863,0.6416197250989061,2.9952606196329863e-44,False,0.0
Avdiivka,s2__visibility__cloud__freq__postbattle__p90,1186,0.09615515,0.10260764,0.23022604,-1.5809044,0.6636666570403321,2.7033366107165394e-43,False,0.0
Avdiivka,s2__visibility__cloud__freq__postbattle__min,1186,0.078246206,0.09764636,0.44575083,-1.8013061,0.6191619555853344,3.561552268304714e-45,False,0.0
Avdiivka,s2__visibility__cloud__freq__postbattle__max_abs_delta,1186,0.018718382,0.058852978,2.8896844,6.784499,0.3300102974504696,3.03102658379047e-54,False,0.0
Avdiivka,s2__visibility__fire__freq__postbattle__p10,1186,0.0,0.0,,,1.0,1.0,True,0.0
Avdiivka,s2__visibility__fire__freq__postbattle__p50,1186,0.0,0.0,,,1.0,1.0,True,0.0
Avdiivka,s2__visibility__fire__freq__postbattle__p90,1186,0.00016863407,0.0058074794,34.394775,1181.0006,0.010319536044120059,5.209184982928243e-61,False,0.0
